ID	Text	Labels
facebook_corpus_msr_399408	O cow k peshan piny vali Qom  aram sy	(OAG,GEN,NCOM)
facebook_corpus_msr_395394	aby india walo tum logo ko sharam bhi nahi aati jhot bolte howy bhi	(NAG,NGEN,NCOM)
facebook_corpus_msr_372305	सोनिया और पप्पू के तलवे चाट चाट कर मानसिक सन्तूलन खो बैठे है यह डुगडुगी मियां । एक पगले के प्रलाप से अधिक कुछ नहीं है इस के बयान ।	(NAG,NGEN,NCOM)
facebook_corpus_msr_1268623	barbad-e-gulistan karne ko ek hi ullu kafi tha ab haal-e-gulistan kya hoga har shaq par ullu baitha hai.in jaise logon ki wajh se hi aaj hmari yh halat h	(OAG,GEN,NCOM)
facebook_corpus_msr_408875	"karo dua ki phir se na kahi bhi koi kasab paida ho,
 mao ki kokh se bus bhagat, karkare, salaskar se aftab paida ho..."	(OAG,GEN,NCOM)
facebook_corpus_msr_340757	"Chl be fake account jyada na bol 
Himmat hi ni h
Ja na apne page me 
Baar 2 pta ehi hu pakistan k page ja
Ni h na to bna le
Tra desh kya ho rha h bhut acche se pta nikl lo and wIt and watch india ku6 t9 krega zarur fir puchenge"	(CAG,NGEN,COM)
facebook_corpus_msr_1805526	Sir aap ko salute nehi ton apki vi halat kwjribal jeise hote	(CAG,NGEN,NCOM)
facebook_corpus_msr_395274	Bh##i k worldpowerful country jesa koi word ni hota tum pakistaniyon ko ek hi phrase aata h bolna our boys played well :p iske baad fatt jaati h tum logon ki saale pura india hi aa gya naa je uth k bomb aur missile ki bi jrurat bi ni pdegi thappad maar maar k hi 72 hooron k paas bhej denge tumharko smjha chhake :/	(OAG,GEN,NCOM)
facebook_corpus_msr_348781	Yar tho Tum Muslim Kon sa  indea kA sat detha hai tum mullo ko tho bhut khuse hotha hai	(NAG,NGEN,NCOM)
facebook_corpus_msr_365318	bas time aa gaya hay sir	(NAG,NGEN,NCOM)
facebook_corpus_msr_382830	Es chutiye ke liye bhi 2 shabd kah do..... Bhala hoga tumhara	(NAG,NGEN,NCOM)
facebook_corpus_msr_866680	राष्ट्रीय पार्टी का सिमटता क्षेत्र	(CAG,NGEN,NCOM)
facebook_corpus_msr_362471	hahahahahhaha hundustaniyo ye tum lugo k nasil k kuttay nhi hai...ye kashmir ka vedio nhi hai...tum endian apni gand dholo dal nikli hugey tumhari	(CAG,NGEN,NCOM)
facebook_corpus_msr_406877	Pr kbbb tren yatriyo ke liye to ticket ek yuddhya ho gya hai	(OAG,GEN,NCOM)
facebook_corpus_msr_394986	सिर्फ 1 वर्ष तक भारत को लगातार सीजफायर का औलंघन करना चाहिये बिना रुके ताबड़तोड गोलिया मौरटार शेल्ल फायर करने चाहिये यही पाक का इलाज है	(OAG,GEN,NCOM)
facebook_corpus_msr_373534	ये भी खोज का विषय है ... कि मोदी जी के कौन से ऐसे काम है जिनसे जनता खुश हो कर बम्पर बहुमत दे रही है? क्यों कि... ना मँहगाई घटी ना किसान आत्महत्या रुकी ना भृष्टाचार कम हुआ ना गुंडाराज खत्म हुआ ना नोकरशाही खत्म हुई ना कश्मीर के हालात बदले बल्कि बद से बत्तर हुए ना पाकिस्तान पर शिकंजा मजबूत हुआ ना चीन ने आँख दिखानी बन्द की ना आतंकवाद का खात्मा हुआ ना रोजगार बढ़े ना किसानों को उनका समर्थन मूल्य मिला ना गरीबो के लिए कल्याणकारी योजनाएं बनी ना कालाधन वापस आया ना नोटबंदी से लोगों को फायदा हुआ ना विदेशी दौरों से लाभ मिला ना कांग्रेस के दामाद पर कार्यवाही हुई ना 2g घोटाले के दोषी जेल गये ना कोयला घोटाला करने वाले जेल गये ना कॉमनवेल्थ गेम के गुनाहगार जेल गये ना गंगा साफ हुई ना रेल दुर्घटनाये रुकी ना कांग्रेस मुक्त भारत हुआ बल्कि कांग्रेस युक्त बीजेपी हो गई ना विजय माल्या को पकड़ा गया ना लोकपाल को पास किया उल्टे RTI के अधिकार काम किये ना शिक्षा के क्षेत्र में कोई सुधार हुआ उल्टे बजट कम किया ना स्वाथ्य के क्षेत्र में कोई सुधार किया ना सरकारी हॉस्पिटल की स्थति सुधरी ना सबका साथ सबका विकास हुआ . . . तो क्या बदला 3 साल में जो जनता इतना खुश है कि हर चुनाव में बीजेपी को बम्पर बहुमत मिल रहा हैं और भारत मे बीजेपी एकछत्र राज की तरफ बढ़ रही है।बीजेपी सिर्फ़ हिन्दू मुस्लिम को लडाने कि राजनीति कर रही है वो भी सिर्फ वोट बैंक के लिए और सत्ता पाने के लिए। क्या कोई है जो इस पहेली को समझ सके आपके जवाब का इंतजार है? इस पोस्ट को देखकर अब बीजेपी के चमचों की फटेगि और ऐ बौखला के अपने मा बेहन और बाप का परिचय देंगे.. ... .. .. .. .. . धन्यवाद... .... जय हिंद।	(OAG,GEN,NCOM)
facebook_corpus_msr_325586	hinduo ki soch cow talak namaz burkha me lage hue h inhe khud se jyada Musalmano ki chinta ho rhi ye nhi dekhte army kaise gazar muli ki trh mar rhe h bs modi modi kra lo inse	(OAG,NGEN,NCOM)
facebook_corpus_msr_360701	"Koi Barbartha kaise ho saktha hai.
Aur indian Jawaano ke Lash Pakistan ke haath akhir laghe kaise ???"	(NAG,NGEN,NCOM)
facebook_corpus_msr_2073767	Lagi mulle ke pachhwade me mirchi	(OAG,GEN,NCOM)
facebook_corpus_msr_323985	"...दिल खोलकर
.
.और
.
.बिना डर के
.
.लिखते हैँ फेसबुक पे सच्चाई
.अगर
.
.गुमराह करते
.तो
मोदी जी की जगह होते"	(CAG,GEN,NCOM)
facebook_corpus_msr_402538	Is chutiye ko toap ke aagey baandh ke UN ki taraf daago...suar jahan bhi jaata hain sabse pehle nanga kiya jaata hain phir iski talashi iske saare cheiko mein daal ke ki jaati hain..porkistan ki is najayaz aulad ko iski aukat dikhao..ye suar phir kabhi bakwaas nhi karega	(OAG,GEN,NCOM)
facebook_corpus_msr_2111198	@tashreef Abe suar. Abhi Centre aur Mp dono me BJP hai. Agar vo chahte to yeh apne member ko bacha sakte the par inhone esa nahi Kiya aur uss ISI ke agent ko pakdaya. Yehi saabit karta hai ki Modiji kitne acche leader hai.	(OAG,GEN,NCOM)
facebook_corpus_msr_1090089	nhi us ka naam hoga bablu k maa ki suji hui fuddi	(NAG,NGEN,NCOM)
facebook_corpus_msr_1525397	Bilkul sahi bole bhai..	(NAG,NGEN,NCOM)
facebook_corpus_msr_1723578	Agar is duniya azaan nahe hogi to subha he nii hogi azaan poore duniya mai ek second bhe nii band hoti hai ookkk...	(NAG,NGEN,NCOM)
facebook_corpus_msr_399194	Kashmir mein bhi Pakistanis disguise mein hotae h jo stones fektae h tum log he Daangae karwa rae ho udr bhi ki kashmiris ki sympathy jeet logae well humari... Population jyada h,  defend karte rehagae! Aur humare kitnae soilders martae h Kashmir mein	(OAG,NGEN,COM)
facebook_corpus_msr_1420070	केंद्र में सरकार बदलते ही सुरक्षा के सरोकार भी बदल गए। कई पुराने नेताओं से सुरक्षा वापस ली जा रही है। देखें किन नेताओं से वापस ली गई सुरक्षा... http://khabar.ndtv.com/video/show/news/341883?khabarfb=007	(OAG,NGEN,COM)
facebook_corpus_msr_1646807	News main rhane ka accha mauka hai desh aur army army aur bharat mata	(NAG,NGEN,NCOM)
facebook_corpus_msr_492	av unki sarkar h agar isliye bus ninda hi kar sakte h	(OAG,GEN,NCOM)
facebook_corpus_msr_346559	"एक आदमी की कार पार्किंग से चोरी हो गयी। दो दिन बाद देखा तो कार वापस उसी जगह पार्किंग में ही खड़ी थी।
अंदर एक लिफाफा था उसमे एक माफीनामा था...
*""माँ की तबियत अचानक बिगड़ जाने से रातों रात बड़े अस्पताल लेकर जाना आवश्यक था।*
*लेकिन इतनी रात में और छुट्टियों के सीजन में गाडी मिली नहीं इसी वजह से आपकी गाड़ी को उपयोग में लेना पड़ा।*
*आपको तकलीफ देने के लिये खेद है....गाडी में जितना पेट्रोल था उतना ही है। उसका लाक भी ठीक करा दिया है |*
*आपको गाड़ी की मदद के एवज में कल रात ""बाहुबली 2"" सिनेमा की 5 टिकेट्स आपके परिवार के लिए कार में रखें हैं।*
*मुझे बड़े दिल के साथ माफ़ करिये ये विनती है आपसे..!!*
चिट्ठी में स्टोरी ओरिजिनल लगने से और गाड़ी जैसी की तैसी वापस सही सलामत मिलने से परिवार शांत हो गया और दूसरे दिन ""बाहुबली 2"" देखने चला गया 4परिजन और एक मित्र; आखिर 6 लाख की गाड़ी वापस जो मिल गयी थी |
फिल्म देखकर रात को वापस लौटा तो घर का दरवाजा टूटा हुआ था। अंदर जाकर देखा तो सब कीमती सामान गायब था। 
करीब 25-30 लाख की चोरी हो गयी थी |
बाहर टेबल पर एक लिफाफा था, जिसमे लिखा था,
*“अब पता चला कि कटप्पा ने बाहुबली को क्यों मारा..??”*"	(CAG,NGEN,NCOM)
facebook_corpus_msr_402617	Ajam khan ke jaisa ek illiterate Indian bhi aisi murkhatapurn baat nahin kar sakata hai.	(CAG,NGEN,NCOM)
facebook_corpus_msr_403969	hahhaa bhosdi k 1965 me Lahore me Tiranga Flag fahra diya tha hmne.. asal uttar yad h 😂 1971 me 93000 Pakistani soldiers ki gaand mari thi Hizda army 😂😂😂😂😂😂😂	(NAG,NGEN,NCOM)
facebook_corpus_msr_383173	Are midiya balo ab tumara sher kya gidad ban gaya chunao ke samy to sher ban jate ho ye bhi dikhao ye bhi modi ji ki hi lahr he hamara desh jabse aajad hua aj tak nhi mare jitne in tin salo me mare gaye	(NAG,NGEN,NCOM)
facebook_corpus_msr_399000	congress to thik hai lekin vampanthi party me rashtravadi ? asambhav.	(OAG,GEN,NCOM)
facebook_corpus_msr_340892	Sale ananswami tarkfate or  bhi he Jo pak anahi nahi chate bhikh msngo	(CAG,NGEN,NCOM)
facebook_corpus_msr_447996	शामली मोदीजी इंटरनेट में मोदी जी आप यह शिकायत की किस तरह से इलेक्ट्रॉनिक मोबाइल से ट्रांसेक्शन किया जाता है 1 लेसन होना चाहिए	(CAG,NGEN,NCOM)
facebook_corpus_msr_365576	Kahe re tor bhahin ke akhilesh aur prajapati let rahin ka.  Apn dekha le tor maa, bhahan kaha kaha marattha hai.	(OAG,GEN,NCOM)
facebook_corpus_msr_2082708	Ye hain Achche din	(CAG,GEN,NCOM)
facebook_corpus_msr_397839	Hahahahaha aap k jawan serf marny k lie hai pak army k hato	(OAG,GEN,NCOM)
facebook_corpus_msr_398391	"Is. Kutta. Ko. Jabar jadti. Bandh. Ke. Sainiko. Ke sath. Bhejo. Seema. Pe.  Sala 
Sarkari. Paiso. Ko. Chori. Kiya.   Nikal ab. Jai. Hind"	(OAG,GEN,NCOM)
facebook_corpus_msr_708846	दुनिया के सबसे मोटे शख्‍स की गैस्ट्रिक सर्जरी की तैयारी पूरी हो चुकी है. मीडिया रिपोर्टों के अनुसार, मैक्सिको के डॉक्‍टरों ने इस सर्जरी के लिए तारीख तय कर दी है. समाचार एजेंसी जिन्‍हुआ…#JuanPedroFranco	(OAG,GEN,NCOM)
facebook_corpus_msr_401479	"उन लोगों को शर्म आनी चाहिए जो
अपनी जीत का जश्न मना रहे।
उनके दुख देखो जिनके अपने 
वीर सपूत पुत्र अपनी धरती के लिए 
शहीद हुए हैं
,......Jai Hind!......."	(OAG,GEN,NCOM)
facebook_corpus_msr_403941	Tm log sirf movies mn dialoge mar skty ho real mn giddar ho .kargil mn 65 mn 48 mn tmari oqat tmn yad dilai thi.tm bht bolty ho k hm bara mulk hn himmat ha tu border pe aao na khushboo lga kr  saly dall khor log ho tm pahly apni army ka khana du aur apny garoon mn washroom bnao phir pakistan se fight krna.	(NAG,GEN,NCOM)
facebook_corpus_msr_373522	Madi ji jumla bazi ki naotanki band kro desh par dhayan do  ..janta aisa talaq de gee  ki halala bhi nahi kar sako ge	(NAG,NGEN,NCOM)
facebook_corpus_msr_407758	"♨♨♨♨♨♨♨♨♨♨
अंजना जी और बेटी श्वेता सिंह !
आपको नहीं लगता ! कि देश में, पून्य प्रसून वाजपेयी और केजरीवाल की स्थिति ! एक जैसी हो गई है !
♨♨♨♨♨♨♨♨♨♨"	(OAG,NGEN,NCOM)
facebook_corpus_msr_365579	Teri sister ko pel kr  Pakistan mai bhej dunga	(NAG,NGEN,COM)
facebook_corpus_msr_1945557	ab ye kaun h	(CAG,GEN,NCOM)
facebook_corpus_msr_2032228	Javaid Ahmad Khan Abhi to bus pellet guns se tumhari fati hai. AK se goli chalne pe pata nahi kya karoge. Itni garmi hai to jake pakistan pe bus jao aur wahin pe apni roji roti kamao. India me apni maa chuda raha hai behanchod.	(OAG,GEN,NCOM)
facebook_corpus_msr_337341	Tab anna desh ka pahla cm hoga jo lete lete kaam karega	(NAG,NGEN,COM)
facebook_corpus_msr_373319	.मोदी जी लाल बत्ती हटने भर से काम नही चलने वाला जब सरकारी कर्मचारियों का पेंशन बंद तो विधायकों और सासदों का भी पेन्शन और अन्य फिजूल खरचे बंद होना चाहिए ।	(NAG,NGEN,NCOM)
facebook_corpus_msr_654864	Koi bada businessman government ka supporter hoga, woh uska shoe brand ka business chalaigi, very simple.	(OAG,GEN,NCOM)
facebook_corpus_msr_1906921	Us waqt tum kya soye huye the jab malda me muslim logo ne hindu k gharo ko funk diye tha	(NAG,NGEN,NCOM)
facebook_corpus_msr_1818430	Anirban Kundu durr ho bokchod	(OAG,NGEN,COM)
facebook_corpus_msr_1360464	"Ab Hume yeah samajh nahi araha ke amit sha bade mujrim hai ya lalu parsad yadav amit ke  upar qatl ka arop hai aur lalu ke  upar cruption ka 
Koi tu batao in dono me bada  apradhi kaun hai"	(NAG,NGEN,NCOM)
facebook_corpus_msr_349854	"Aaj mujhe modi aur Raaj naath pe bahut gussa Aa raha hai ..
Hamare Senana ka sar kaat kar le gaye..dogle pakistani..aur hamare desh ke neta ..sirf subah shaam ninda kar rahe.
Asp neta log sae kuchh nahi hota hai to ..hum sare hindustaniyo ko hi chhoot dede raajnaath ji.. saale pakistaniyon ke ghuske maarenge..saale pakistaniyon..ko Bradaast ki Had hoti hai modi ji.56 incha ka seena sirf hum hindustaniyo ko bewakuf bnane ke liye hi dikhaya hai Modi..

Jay hin jay bharat"	(CAG,NGEN,NCOM)
facebook_corpus_msr_337386	jab jahaj samundar mein thoda dagmagataa hai to sabse pahle usme se choohe nikal kar baagte hai. biswaas jee ye party ko mazboot karne ka time hai uskee jadhe katne ka nahi.shame	(NAG,GEN,NCOM)
facebook_corpus_msr_2117669	"जिस के सर की कीमत दस पैसे भी नहीं उस पर दस लाख लगा दिए? 

Tarek Fatah k naam
#LoveJihadIndia
जब पाकिस्तानी कुत्ते की मौत आती है तो हिंदुस्तान की तरफ भागता है सर्जिकल स्ट्राइक में ये कुत्ता कैसे बच निकला यारो"	(OAG,NGEN,NCOM)
facebook_corpus_msr_1946995	yogi to puja chod CM bn gya ab aap bi politicians ki languages bol rhe ho....	(NAG,NGEN,NCOM)
facebook_corpus_msr_373077	हमारे गृह मंत्रालय की तरफ से इसकी कड़ी निंदा की जायेगी	(OAG,GEN,NCOM)
facebook_corpus_msr_470796	Apni Siyasat Chamkany k lie Apni borhi Maa ko takleef de rahah h ..    Jahil Mudi	(OAG,GEN,NCOM)
facebook_corpus_msr_409462	kya milta  in desh bhakton ko ???ek phulon ki haar  woh bhi kisi sherni maa se nehin...ek lootere criminal mantri se..kitne Subhash aur kitne Bhagat sing ta abhi bhi galiwon mein kuda dan ke sath apne feeling share karte hein.hum jeise so called civilised..ek haar ki alaba aur kuchh bhi nehin desakte hein...	(CAG,NGEN,NCOM)
facebook_corpus_msr_956303	ab teen din jo bacha hai sansad ka BJP wale khud hangama karke sansad chalne nhi denge aur PM ko bolne se bachaya ja sakta hai qki BJP ko mudda mil gaya hai Aaj Tak ke sting ka pr qya BJP aur Cong k netaon ka b sting kiya gaya hai kale dhan ko badalwane ka	(NAG,GEN,NCOM)
facebook_corpus_msr_350267	"जो काम आपने 47 साल में नही किया ओ
काम 56 इंच सिने ने 2 साल में कर दिखाया"	(NAG,NGEN,NCOM)
facebook_corpus_msr_367556	@vishal bas sattar sal sattar sal ka nara lagao aur khud ko aur desh ko chutia banao abe zara bhi sharam hai to dub mar	(OAG,GEN,NCOM)
facebook_corpus_msr_2179422	Jayanti Chander Miti Shrivastava ye to kar hi sakte hain :p	(NAG,NGEN,NCOM)
facebook_corpus_msr_1155493	Ilaz ????? kiSka ...... ?	(OAG,NGEN,NCOM)
facebook_corpus_msr_387492	Modi ji ko chahiye ki pakistan ke upr anubomb dal de taki ye roz roz ki khitpit dur ho jaye	(OAG,NGEN,NCOM)
facebook_corpus_msr_334234	"Hatyare sja mile chahe wo Koi v lekin aisa nahi Hoga 

Kyoki wo to bjp Ka MLA h uske liye sb maf h"	(CAG,NGEN,NCOM)
facebook_corpus_msr_425814	Oo la la la le lo, Oo la la la la mooh mein lo.	(OAG,GEN,NCOM)
facebook_corpus_msr_398331	"⚽⚽⚽⚽⚽⚽⚽⚽⚽⚽
जनाब श्री अरुण पूरी साहब !
पून्य प्रसून वाजपेयी नाम का, एकमात्र जहरीला मगरमच्छ ! आपके ""आजतक"" के पूरे परिवाररुपी तालाब को गंदा कर रहा है ! निकाल बाहर करो इस मनहूस को अरुण जी, वरना ये पूरे तालाब को गंदा कर देगा !
⚽⚽⚽⚽⚽⚽⚽⚽⚽⚽"	(NAG,NGEN,NCOM)
facebook_corpus_msr_1453938	Media mai koi hindu ki oulad nahi hai kya jo tum log hinduo ki burai karte.  rahte ho. Tum log itne kamjo ho. gaye. Jitna ki koi bhikhari bhi kamjor nahi hota agar tum jab   hinduo par Pakistan mai ho rahe atyachar ko kyo nahi batate mulle media wale	(OAG,GEN,NCOM)
facebook_corpus_msr_2082646	Me inhi achche dino k liye saalo se marr raha tha	(NAG,NGEN,NCOM)
facebook_corpus_msr_1731649	Aapko to satta ka durupyog kya hota hai malum hi nahi	(OAG,GEN,NCOM)
facebook_corpus_msr_233972	Desh k tukadey kar k raj karna chatey hai to kya hoga ..vidarbha bhi alag chatey hai leadero ko sharam ani chaiya	(CAG,NGEN,COM)
facebook_corpus_msr_1414915	साउथ सिटी गुड़गांव का आर्केडिया कॉम्प्लेक्स बम की सूचना के बाद खाली कराया गया, जांच के बाद बम की सूचना गलत निकली	(OAG,GEN,NCOM)
facebook_corpus_msr_360546	Hmare sainik mrr rhe h or hm sirf post tbah kr rhe h....	(OAG,GEN,NCOM)
facebook_corpus_msr_1400950	गैमलिन नियुक्ति मामले में केजरीवाल को मिला कांग्रेस और सीपीएम का साथ। पढ़ें खबर... http://goo.gl/dD5XSI	(OAG,GEN,NCOM)
facebook_corpus_msr_374305	india ne 1 bar surgical strike kiya pakistan to hamesa karta hai aakhir kya ho gaya hai hamare desh ke sena ko isse aachha hai sare sena apne apne ghar chale jaye kam se kam apke ghar ke log khus rahege kyoki aapke marne ke bad koi aapka kami pura nahi karega is desh ke sare ke sare neta gaddar hai kuchh nahi hoga is desh ka	(OAG,NGEN,NCOM)
facebook_corpus_msr_383391	अब मोदी और राजनाथ  को भोकना बंद कर नीद से  जागना  ही होगा ्नही तो देश कभी  माफ नही करेगा।	(NAG,NGEN,COM)
facebook_corpus_msr_1467344	sare jahan se acha hindusta hamara	(CAG,NGEN,NCOM)
facebook_corpus_msr_1947071	Chutya nndn,bo hindu h ,apne acc kaam krega	(OAG,GEN,NCOM)
facebook_corpus_msr_1423669	Pappu gandhi	(OAG,GEN,NCOM)
facebook_corpus_msr_348908	+91-9660919340 प्रेम-विवाह }}{{ मनचाहा प्यार }}{{ काम-कारोबार }}{{ पति - पत्नी में अनबन }} +91-9660919340 लव मैरिज ,वशीकरण, सौतन दुश्मन छुटकारा ,पति पत्नी अनबन गृहक्लेश ,कर्जा मुक्ति , ,निःसंतान, एक बार फ़ोन जरूर कर Call Now +91-9660919340	(OAG,GEN,NCOM)
facebook_corpus_msr_453053	mar jao salo bike lunch k naam pe ghor attaychar chalu hai yaha pe	(NAG,NGEN,NCOM)
facebook_corpus_msr_367499	उन हरामखोर नेता को पहले मारो जो पेलेटगन का विरोध करता है	(OAG,GEN,NCOM)
facebook_corpus_msr_1737166	बेशर्मों वो विडियो सबके बारे में हैं।	(NAG,NGEN,NCOM)
facebook_corpus_msr_340794	मोदी जी जब गुजरात के मंत्री थे तब जवानो के सिर काटे गये थे उस समय pm जी ने बोला था की एक सिर के बदले दो सिर लायेगे ,ईट का जवाब पत्थर से देंगे वो सब कहा है कब तक चुप रहेगे /	(OAG,GEN,NCOM)
facebook_corpus_msr_709988	Vikas ke nam pe kisano ka karj maf karne ka wada ab yad nhi aa rha to media ko lekar romio ko pakad rhe hai ar muslmano ki roji roti pe lat mar rhe hai band karna hai to pura up me mans band kr do ye kya chutiyapa hai...	(OAG,GEN,NCOM)
facebook_corpus_msr_386817	SAHI KAHA HAI KUTTE KO GHEE HAJAM NAHI HOTA BJP KI HALAT YAHI HO RAHI HAI	(CAG,NGEN,NCOM)
facebook_corpus_msr_395201	अच्छी खबर है । लेकिन बदला तो बराबरी से लिया जाता है, भारत के सामने पाक का ऐसा औकात नही है फिर भी हमारी सेना को मार रहा है। अब ऐसे मे पाक का नक्शा मिटाना ही उसका सही इलाज लगता है ।	(OAG,GEN,NCOM)
facebook_corpus_msr_1805652	Bjp ka chmha	(NAG,NGEN,NCOM)
facebook_corpus_msr_300552	Sabhi ko mil jul kar Chalna Padega अब गुंडाराज समाप्त होगा	(OAG,NGEN,NCOM)
facebook_corpus_msr_1155468	Jiska sirf naam lene per Gaddar kaha jaata ho uske pita ke saath khare in mahashay ko kya kaha jay?	(CAG,NGEN,COM)
facebook_corpus_msr_395242	tbi kh rha hu apni okat m rhe Pakistan ...... nii to hme aati h tume tumhari okat dikhani	(OAG,NGEN,NCOM)
facebook_corpus_msr_349768	@gaurav bhai..Kya kare.. jiski fati PADI h..unki dimag Kam nhi kar Raha h..	(CAG,NGEN,NCOM)
